userId;movieId;rating
475;3082;2,0
22;235;2,0
199;4226;5,0
111;2059;3,0
119;1779;3,0
165;1840;3,0
114;333;5,0
23;1266;3,5
457;4247;2,5
430;235;5,0
564;502;1,0
509;2699;1,0
461;303;4,0
32;150;5,0
303;590;3,5
447;235;2,0
304;1873;3,0
468;2085;3,0
6;2761;4,5
331;196;3,0
472;431;3,0
574;1729;4,5
353;3175;1,0
391;509;5,0
373;2313;4,0
150;1259;4,0
500;783;2,5
312;919;3,0
580;1273;2,0
126;252;3,0
266;306;3,0
468;77866;2,5
547;289;1,5
472;364;4,0
363;1375;3,0
472;2605;2,0
262;6016;2,0
306;1485;4,0
61;1907;4,0
338;454;3,0
573;2095;1,0
73;292;3,0
615;3593;1,5
596;8665;2,0
369;350;4,0
220;2054;1,0
464;588;5,0
207;26564;0,5
154;107;4,0
521;1909;3,0
564;512;3,0
388;2770;3,0
472;924;4,0
150;1831;2,5
102;5060;5,0
125;1073;4,5
562;6947;4,0
334;44191;3,5
67;17;4,0
311;903;2,0
564;2054;4,0
224;308;4,0
212;172;2,0
240;924;4,5
327;4643;3,0
646;2294;4,0
102;914;5,0
393;6466;4,0
575;2762;4,0
92;509;1,0
391;522;5,0
531;500;3,0
584;74946;5,0
240;261;4,0
342;1633;4,0
102;994;4,0
242;1259;4,0
15;628;2,5
23;1089;3,5
430;858;4,5
134;94959;3,5
93;4886;3,0
648;79008;4,0
105;1729;4,5
564;70;2,0
30;2313;4,0
519;30810;4,0
92;364;1,0
294;5460;2,5
26;165;2,5
15;3030;4,0
128;2605;4,0
598;2605;3,0
615;86835;1,5
240;608;5,0
596;223;4,0
160;1961;5,0
505;1608;3,0
150;1544;3,0
596;1267;2,5
442;1250;4,5
55;786;4,0
212;45431;2,5
472;141;2,5
288;315;3,0
472;299;3,0
43;527;5,0
627;1387;3,0
95;2105;3,0
86;471;4,0
206;1246;3,0
624;1645;3,0
561;8984;4,0
514;1250;5,0
30;254;3,0
376;527;5,0
533;1246;3,0
177;1374;5,0
518;1544;4,0
196;3594;4,0
15;153;1,0
518;830;4,0
564;1991;5,0
232;3072;3,0
212;318;4,5
624;115210;2,5
584;829;1,0
31;2502;4,0
430;296;4,5
192;588;4,0
384;4344;3,0
95;2928;4,0
358;1772;1,0
15;1073;3,0
348;2020;1,0
262;595;3,5
150;508;2,5
562;539;4,0
434;805;2,0
627;1573;1,0
350;4369;4,0
175;107;4,0
346;3052;4,5
468;1834;2,5
452;5902;3,0
580;1377;3,5
230;1259;5,0
531;541;2,5
627;1580;3,0
386;508;4,0
537;750;5,0
72;2006;2,5
596;535;4,0
45;2699;2,5
148;903;5,0
648;4816;3,5
564;507;4,0
529;339;3,0
239;489;2,0
171;1213;5,0
541;2657;3,0
482;2003;4,0
558;858;5,0
454;750;3,0
83;750;5,0
654;35957;4,5
79;150;2,5
667;745;5,0
15;2028;3,0
461;364;1,5
242;920;5,0
457;2291;3,0
73;628;4,5
213;239;1,5
346;2762;1,0
311;1729;3,0
627;364;2,5
390;1372;3,0
146;377;2,5
509;4995;3,0
468;1732;4,0
268;377;4,5
302;595;4,0
530;527;5,0
362;996;2,0
247;2082;2,0
640;74;4,0
585;1873;3,0
596;32029;3,5
311;603;3,0
32;165;4,0
647;621;4,0
358;1272;5,0
130;1411;4,0
119;2926;4,0
472;4978;3,0
455;364;3,5
289;1717;0,5
165;466;4,0
472;858;5,0
407;3175;5,0
130;1732;4,0
433;30707;2,5
306;207;4,0
213;1961;2,5
178;3034;4,0
187;40826;4,5
558;3112;5,0
415;165;3,0
550;665;5,0
442;586;4,0
128;93;1,0
525;1375;5,0
548;345;4,0
626;223;4,0
382;1247;2,0
452;4816;3,0
94;16;3,5
181;1597;4,0
460;866;3,5
213;2762;2,5
327;608;5,0
526;85414;3,0
19;198;3,0
388;88;3,0
70;17;4,0
130;1247;1,0
537;562;5,0
509;28;4,0
245;858;5,0
41;1371;3,5
102;3168;5,0
263;8337;3,5
198;858;5,0
232;2161;4,0
644;24;3,0
667;345;5,0
518;1380;5,0
61;919;3,0
486;54503;4,5
311;315;3,0
471;150;4,5
648;33166;4,0
255;2897;5,0
311;1376;5,0
294;27706;4,0
93;3101;4,0
589;533;3,0
530;1282;5,0
205;30793;3,5
596;441;3,5
646;1389;2,0
388;1792;3,0
457;1091;2,0
172;527;4,0
187;51540;4,5
242;2616;5,0
311;2322;3,5
608;2575;4,0
539;527;4,0
370;2617;4,0
496;22;5,0
325;3072;2,0
354;329;3,0
577;318;4,5
557;2152;3,5
177;839;3,0
268;288;3,0
452;62;3,0
164;3114;3,5
306;237;4,0
390;861;4,0
104;4993;4,0
212;903;3,0
481;4638;2,0
213;1562;1,0
318;673;4,0
311;1262;3,5
504;1923;4,0
607;597;3,0
544;111759;3,5
534;319;3,0
536;231;4,0
243;2959;4,0
212;8873;4,0
505;2268;3,0
505;1253;3,5
176;4993;4,5
105;5747;3,5
125;11;4,0
662;500;4,0
178;111;4,5
202;1371;4,0
414;4578;2,0
56;1961;2,0
545;1968;5,0
604;2193;1,0
530;991;3,0
306;280;3,0
221;1485;4,0
17;1580;2,5
590;315;3,0
74;1377;4,0
128;3178;4,0
487;27;3,0
585;1580;3,0
425;2762;5,0
665;454;3,0
311;1267;3,0
292;2144;4,5
23;926;4,0
194;95;3,0
119;2132;4,0
598;1923;4,0
352;1907;4,0
480;41569;3,0
124;2959;5,0
214;527;5,0
7;272;3,0
387;2929;4,0
357;364;5,0
620;7451;3,0
240;4886;4,5
434;280;4,0
23;1262;4,0
552;546;1,0
34;2662;4,0
384;173;4,0
311;454;4,5
493;239;1,0
458;783;2,5
344;1092;3,0
473;8464;5,0
15;435;1,0
306;3072;4,0
212;1608;3,0
559;1580;5,0
457;231;3,0
358;1645;4,0
537;918;4,0
232;1265;4,0
230;1884;5,0
346;2054;3,0
575;700;4,0
220;2294;5,0
509;562;3,0
73;70;3,5
608;176;3,0
376;1961;5,0
309;1278;5,0
37;2028;4,0
312;339;2,0
588;231;3,0
177;494;3,0
358;2302;4,0
501;27815;4,5
20;500;3,0
311;314;1,0
285;70;4,0
353;292;1,0
547;2186;5,0
87;494;4,0
529;994;5,0
338;105;3,0
358;2324;5,0
584;527;5,0
194;253;3,0
266;150;5,0
294;783;3,0
361;858;4,0
605;1608;3,0
388;1552;2,0
599;43930;4,5
509;3104;5,0
130;2959;4,0
388;1092;2,0
292;454;4,0
664;8810;3,0
75;2302;4,0
61;2144;3,0
487;453;4,0
468;1552;2,0
588;339;3,0
102;2067;4,0
562;592;4,5
585;3060;5,0
50;339;4,0
547;4108;4,0
128;1479;4,0
500;1923;2,0
212;953;4,5
407;2501;5,0
409;25;4,0
564;508;3,0
415;588;3,0
461;2320;2,0
564;217;3,0
504;1907;1,0
118;954;4,0
665;2617;4,0
556;454;5,0
130;1262;4,0
282;2268;4,0
102;1358;3,0
199;88744;3,5
153;489;3,0
345;8966;4,0
15;51540;5,0
538;288;3,0
468;41566;2,5
575;947;3,0
306;16;4,0
363;948;4,0
121;440;5,0
262;928;2,5
585;920;4,0
547;2080;3,5
580;50601;3,5
417;1272;4,0
81;872;5,0
292;1961;5,0
568;150;3,0
61;2161;2,0
22;2701;2,0
306;1713;2,0
323;236;4,0
140;2059;4,5
664;8836;3,5
442;1957;4,5
86;229;4,0
346;674;3,0
81;44694;3,0
605;1246;3,0
559;2355;5,0
220;17;5,0
649;588;3,0
639;165;3,0
427;8970;4,0
410;608;1,0
461;4226;4,5
176;588;3,5
425;293;3,5
8;1387;4,0
372;1537;4,0
461;3114;3,5
69;597;4,5
214;2976;3,0
624;1262;5,0
213;1586;2,0
313;253;4,0
52;27721;5,0
312;1673;5,0
21;288;3,0
452;30707;3,5
519;923;4,5
313;8860;3,0
30;2302;4,0
271;16;3,5
607;590;2,5
173;100;4,0
200;42015;3,5
253;858;4,5
468;8970;3,0
247;12;3,0
358;3060;2,0
90;802;4,0
312;441;5,0
430;1732;4,5
422;3052;5,0
30;296;5,0
561;163;4,0
256;62;4,0
493;1888;5,0
537;252;3,0
6;173;2,0
39;332;3,0
93;914;3,5
659;314;3,0
624;5;3,0
667;501;5,0
426;1573;4,5
15;46972;3,5
195;25;3,0
564;2038;4,0
407;1249;4,0
236;541;4,5
564;1089;5,0
653;588;5,0
560;3034;3,5
452;6950;2,5
594;858;5,0
641;608;4,0
509;1088;2,0
577;2105;4,0
69;2302;4,5
509;1673;4,0
208;94959;3,0
73;31225;3,5
69;296;3,5
461;1722;1,5
165;31696;2,5
143;2959;4,5
82;590;4,0
408;314;5,0
30;11;4,0
294;7451;4,0
192;350;3,0
102;1262;4,0
34;260;4,0
525;3489;3,0
402;4993;4,0
390;539;5,0
624;4148;3,0
658;314;4,0
355;318;5,0
214;292;3,0
271;8961;4,5
539;1358;5,0
370;4975;3,5
496;586;3,0
275;46578;4,0
461;1597;1,5
248;5060;5,0
543;5;3,0
402;1265;4,5
665;2142;3,0
484;76;5,0
396;786;3,0
654;597;4,0
312;818;4,0
8;2324;4,0
564;2567;4,0
220;1554;1,0
178;74948;4,0
23;471;3,5
522;8363;3,0
562;3052;4,5
15;329;1,5
423;48385;4,5
535;454;4,0
463;2143;3,0
416;329;3,0
207;58293;0,5
161;329;3,0
306;2565;3,0
430;223;2,5
275;81847;5,0
664;1089;4,5
328;25;3,0
564;2072;3,0
38;4995;4,5
564;1588;4,0
436;919;3,0
165;292;3,0
220;260;5,0
306;1779;3,0
306;141;4,0
596;247;4,0
528;1772;2,5
19;590;3,0
223;608;5,0
481;293;5,0
287;494;4,0
340;296;3,5
427;2966;3,0
624;2791;5,0
212;2268;4,0
242;2605;4,0
58;2791;5,0
572;318;4,5
509;2577;3,0
412;1580;3,0
195;3011;3,0
213;89;3,5
608;527;4,0
562;223;5,0
17;4546;4,5
436;1940;4,0
73;103688;3,5
47;315;4,0
643;4701;2,0
350;2324;5,0
575;1441;4,0
174;1639;4,0
564;2428;3,0
254;421;4,0
342;919;4,0
294;260;4,0
239;157;4,0
559;1485;4,0
620;8961;4,0
380;4816;2,0
574;193;1,0
607;2699;3,5
518;1090;5,0
654;919;5,0
639;588;3,0
441;4967;3,0
427;46578;3,5
608;2360;5,0
539;608;4,0
78;858;4,5
536;223;5,0
452;2313;4,0
125;919;4,5
385;587;3,0
564;1642;4,0
49;2088;2,0
61;500;4,0
135;135;1,0
595;150;4,0
554;2762;5,0
547;4349;4,5
303;2959;4,0
388;4965;4,0
433;39183;4,5
245;333;4,0
319;141;5,0
94;590;4,0
405;4958;3,5
472;162;5,0
534;1552;4,0
285;2038;3,0
159;76;3,0
350;1968;4,0
564;2300;4,0
212;1573;3,0
311;802;1,5
212;1873;4,0
388;3117;4,0
197;3638;5,0
294;2565;4,0
146;165;3,0
274;2617;2,5
89;1073;4,5
306;319;4,0
368;3101;3,0
439;788;3,0
363;2080;4,0
322;3072;4,0
480;1641;5,0
551;330;3,0
353;150;2,0
564;2325;3,0
421;440;3,0
306;1885;4,0
624;1610;4,0
144;153;3,0
518;628;4,0
353;2028;3,0
667;592;2,0
93;339;4,5
533;541;4,0
456;8368;3,0
212;986;3,0
60;858;5,0
268;586;5,0
133;912;2,5
457;920;2,0
472;678;4,0
587;1834;4,0
78;38499;5,0
662;509;3,0
23;3081;3,0
502;1544;3,0
461;4564;1,0
428;586;3,5
594;260;5,0
61;4701;2,5
468;88;1,5
275;1580;4,0
247;70;3,0
380;4995;4,0
344;493;3,0
468;27706;2,5
373;1387;4,0
262;6609;2,5
73;6615;1,5
281;7091;3,0
97;1884;3,5
77;288;3,5
175;260;5,0
564;580;4,0
671;2028;4,0
41;3937;3,0
299;1639;3,5
188;475;4,0
461;17;4,5
100;786;3,0
69;1073;4,5
547;3536;4,5
369;185;3,0
121;509;4,0
242;1950;5,0
509;1997;4,0
428;4822;5,0
247;296;3,0
452;587;4,0
175;4993;5,0
196;2161;2,0
652;378;4,0
518;1440;3,0
86;783;3,0
514;531;3,0
575;207;4,0
480;4011;4,5
219;2791;3,5
626;1994;4,0
569;3512;4,0
577;1380;4,0
665;708;3,0
370;1673;3,5
447;17;3,0
500;2144;3,5
570;1997;4,5
382;4816;1,0
376;926;4,0
316;5481;3,5
165;8961;3,0
468;207;2,0
564;239;5,0
624;1405;4,0
119;1965;5,0
481;6373;3,0
488;1089;4,0
288;590;4,0
641;838;5,0
432;5481;5,0
188;339;3,0
299;1921;5,0
105;4643;2,5
311;1587;1,0
624;95;2,0
105;2294;3,5
280;11;3,0
664;111759;4,5
564;22;5,0
236;936;5,0
361;631;4,0
195;1610;4,0
303;4011;5,0
363;2690;4,0
178;364;4,0
177;1092;5,0
192;527;5,0
165;2018;3,0
275;500;5,0
362;616;3,5
342;1966;4,0
212;36529;3,0
481;5179;5,0
311;3104;4,5
358;3035;4,0
609;4930;5,0
388;1717;2,0
537;1273;5,0
615;94959;4,5
134;253;4,0
518;805;5,0
505;1994;3,0
126;364;4,0
358;3072;4,0
412;2447;4,0
563;608;4,0
587;25;4,0
378;903;4,0
597;2661;4,0
95;2976;3,0
610;30810;3,5
262;8195;2,5
65;2289;4,0
650;694;4,0
311;936;2,0
487;377;4,0
283;2762;3,0
280;28;5,0
232;1948;5,0
408;2114;4,0
593;329;3,0
262;2428;3,0
465;30793;3,5
547;85;3,0
297;2761;3,5
587;1946;4,0
187;926;4,0
505;2312;3,0
8;4011;4,5
427;2612;5,0
328;588;3,5
640;608;5,0
69;2054;2,5
534;1265;3,0
39;73;3,0
658;2087;5,0
599;6373;3,5
362;858;4,0
396;494;4,0
585;1537;4,0
636;762;3,0
452;5060;5,0
460;1091;3,5
592;592;3,0
580;2161;4,0
311;1597;1,5
658;1247;5,0
551;586;4,0
77;76;3,5
73;1387;4,0
8;2959;4,0
423;1272;4,5
563;527;3,0
553;8961;3,5
411;2762;4,0
15;67087;1,5
481;903;5,0
608;2966;4,0
102;910;4,0
463;1641;4,0
145;588;4,0
294;2006;4,5
478;1884;4,0
642;924;4,0
275;8961;4,0
322;3981;3,0
268;954;5,0
475;39446;1,0
67;709;4,0
405;2108;3,5
22;592;4,5
185;3052;4,0
457;1376;1,0
488;455;3,0
161;350;5,0
201;4993;5,0
257;1945;3,5
160;2313;4,0
372;916;4,0
529;5470;5,0
224;193;4,0
155;527;5,0
422;1268;4,0
87;141;4,0
386;435;1,0
243;1089;4,5
387;1380;1,0
17;492;5,0
597;1267;3,0
460;5460;4,0
462;3175;2,0
518;2699;3,0
205;2959;3,0
605;830;3,0
33;2193;2,0
577;26555;4,5
294;585;4,0
547;3060;5,0
77;2275;4,5
621;4993;5,0
41;849;4,0
564;1996;1,0
665;207;3,0
384;4638;2,5
505;6440;3,0
200;1092;4,0
490;58;4,0
564;345;4,0
7;1375;3,0
407;3082;3,0
509;1834;4,0
427;2575;3,0
640;1367;4,0
19;11;3,0
195;2294;4,0
435;924;4,0
441;1732;4,5
353;3052;3,0
648;5051;4,0
430;253;5,0
102;2791;4,0
165;2134;3,0
605;2135;3,0
547;7872;2,5
247;546;2,0
509;6016;4,5
381;1367;3,0
237;292;3,5
294;879;2,5
537;911;5,0
431;44191;5,0
105;105;3,5
73;42725;3,5
30;805;5,0
452;508;5,0
30;2355;5,0
564;21;4,0
481;55721;4,5
470;296;3,0
442;3396;4,0
15;441;4,0
48;2959;5,0
188;22;3,0
294;3034;4,5
457;39446;1,5
427;3989;4,0
314;260;5,0
212;69526;2,5
15;1266;4,0
596;1580;3,0
166;2355;4,0
569;1873;4,0
212;40826;3,5
134;141;5,0
226;37853;3,5
564;1957;1,0
466;953;5,0
271;4993;4,0
431;5064;3,5
22;4993;5,0
529;58;4,0
309;1272;4,5
165;1580;2,5
102;2019;4,0
287;595;5,0
327;3033;5,0
175;2959;5,0
65;858;5,0
467;2268;4,0
177;1620;4,0
550;296;5,0
77;919;4,5
547;26680;3,0
346;185;4,0
377;30793;5,0
531;745;3,5
564;616;4,0
160;1124;5,0
509;3179;4,0
590;377;4,0
439;5279;2,0
652;8699;5,0
607;16;3,5
564;2928;4,0
481;1281;5,0
262;1968;4,5
615;86190;4,0
671;2502;3,5
195;3526;1,0
609;483;1,0
199;84601;3,5
292;1923;4,0
202;2124;3,0
159;46578;4,0
465;531;3,5
128;292;4,0
263;4951;2,0
136;1968;1,0
433;6016;5,0
119;678;4,0
563;88744;4,0
182;165;3,0
592;4247;5,0
73;1909;3,5
30;913;5,0
119;1073;3,0
350;1444;4,0
182;5;4,0
310;2003;2,5
214;288;3,0
117;527;3,5
26;1580;3,5
118;1371;3,0
452;3101;4,0
285;551;4,0
292;231;3,0
605;173;1,0
527;3210;3,5
99;296;3,0
15;81847;1,0
306;2639;4,0
561;49396;4,0
214;608;5,0
95;196;3,0
243;186;3,0
104;48780;4,0
458;105;3,5
512;48780;3,0
294;1562;2,5
481;1997;4,0
564;220;2,0
177;1375;4,0
67;849;3,0
346;2087;1,0
295;2502;4,0
564;77;4,0
15;2161;3,0
665;239;3,0
358;509;4,0
442;539;4,5
522;431;3,5
615;293;4,5
299;1273;5,0
655;364;4,5
474;1673;3,0
463;2359;3,0
222;1939;5,0
431;318;5,0
311;2302;4,0
380;802;4,0
319;153;4,0
416;543;4,0
300;2001;3,5
396;468;4,0
596;1281;3,0
271;296;4,5
530;673;1,0
235;292;5,0
367;1542;4,0
434;1732;4,0
73;1954;4,5
6;4975;1,5
608;3556;4,0
50;786;3,0
362;1732;4,5
580;858;5,0
500;1265;1,0
547;1924;4,0
358;2108;3,0
564;291;2,0
565;150;3,0
98;2144;5,0
590;193;3,0
131;4025;3,0
496;329;5,0
608;2324;2,0
439;4529;2,0
130;2642;2,5
388;479;4,0
387;900;4,0
380;2770;2,0
585;348;4,0
15;1644;1,5
165;173;1,5
574;6440;3,5
647;293;5,0
30;1732;3,0
509;1884;3,0
466;709;3,0
405;5061;0,5
165;1377;4,0
472;21;4,0
624;3030;5,0
21;21;3,0
620;94959;3,5
19;923;5,0
622;318;5,0
602;164;4,0
388;3527;5,0
182;168;5,0
547;43708;3,5
316;4638;2,5
468;1729;3,0
204;1246;2,0
564;2100;4,0
195;3077;4,0
120;377;3,0
427;927;5,0
592;2990;5,0
345;588;4,0
381;186;3,0
394;1213;3,5
624;185;2,5
78;1690;4,0
57;2291;4,0
185;596;3,0
558;3512;5,0
23;1959;2,5
88;551;4,5
92;11;4,0
509;2022;4,0
86;254;4,0
666;454;3,0
178;919;3,0
509;1377;2,0
77;595;3,5
61;585;3,5
536;206;4,0
173;62;4,0
59;296;4,0
